app_id,market_hash_name,market_bucket_id
730,Pinups Capsule,18D7203004
730,Sticker | Quick Peek,18B90930046205080010E53D
730,Sticker | Vitality (Foil) | 2020 RMR,18B90930046205080010DF24
730,"Music Kit | KILL SCRIPT, All Night",18A20A3004880149
730,Sticker | Team Liquid (Glitter) | Antwerp 2022,18B90930046205080010F029
730,Sticker | Wildcard (Holo) | Austin 2025,18B90930046205080010B043
730,Copenhagen 2024 Champions Autograph Capsule,18CC263004
730,"StatTrak™ Music Kit | Roam, Backbone",18A20A3004880124
730,Sticker | dupreeh (Glitter) | Paris 2023,18B909300462050800108E35
730,Budapest 2025 Champions Autograph Capsule,18F1283004
730,Sticker | Bolt Strike (Foil),18B90930046205080010DD3D
730,Sticker | Boner Snap (Holo),18B90930046205080010D557
730,Sticker | Natus Vincere (Holo) | Austin 2025,18B909300462050800108043
730,Sticker | Kimberly,18B90930046205080010C307
730,Sticker | Sico (Glitter) | Paris 2023,18B90930046205080010D637
730,Sticker | Natus Vincere (Glitter) | Shanghai 2024,18B90930046205080010FD3D
730,Sticker | 360 No Scope,18B90930046205080010BA33
730,Souvenir Charm | Cologne 2026 Highlight | soulfly 1v2 Clutch,18CB0A300CA2010408001054
730,Sticker | Radiograph,18B90930046205080010C857
730,"Music Kit | Sullivan King, Lock Me Up",18A20A3004880143
730,Austin 2025 Challengers Autograph Capsule,188C283004
730,Sticker | Zeused,18B90930046205080010AD2E
730,Sticker | Winding Scorch,18B90930046205080010D03D
730,"Music Kit | Daniel Sadowski, Dead Shot",18A20A3004880150
730,"StatTrak™ Music Kit | Skog, III-Arena",18A20A3004880126
730,Austin 2025 Legends Autograph Capsule,188B283004
730,Sticker | m0NESY | Austin 2025,18B90930046205080010B745
730,Sticker | karrigan | Copenhagen 2024,18B90930046205080010973A
730,Sticker | Go Boom (Glitter),18B90930046205080010B02E
730,Shanghai 2024 Legends Sticker Capsule,18E4263004
730,Sticker | G2 (Holo) | 2020 RMR,18B90930046205080010F624
730,Sticker | Winding Scorch (Foil),18B90930046205080010E03D
730,Sticker | FaZe Clan (Glitter) | Antwerp 2022,18B90930046205080010AC29
730,"Music Kit | ISOxo, inhuman",18A20A3004880148
730,"StatTrak™ Music Kit | Knock2, Make U SWEAT!",18A20A300488014A
730,Sticker | GamerLegion (Glitter) | Paris 2023,18B909300462050800108534
730,Sticker | 100 Thieves (Holo) | 2020 RMR,18B90930046205080010A225
730,Copenhagen 2024 Challengers Sticker Capsule,18BC263004
730,Sticker | CT Tracks (Glitter),18B90930046205080010F749
730,"StatTrak™ Music Kit | The Verkkars, EZ4ENCE",18A20A3004880127
730,Sticker | Gold Web,18B909300462050800109923
730,"Music Kit | Meechy Darko, Gothic Luxury",18A20A3004880142
730,"Music Kit | Altare, Change My Mind",18A20A3004880163
730,Sticker | Chrome Dome (Holo),18B90930046205080010FB49
730,"Music Kit | Repiet & Julia Kleijn, On And On",18A20A3004880166
730,"Music Kit | Various Artists, Hotline Miami",18A20A300488010F
730,Community Sticker Capsule 1,18B01F3004
730,Sticker | SAW | Copenhagen 2024,18B909300462050800109239
730,Sealed Graffiti | GGEZ (Wire Blue),18C40A30046205080010B00D
730,"StatTrak™ Music Kit | Beartooth, Aggressive",18A20A3004880120
730,Sticker | Drug War Veteran,18B909300462050800108402
730,Rio 2022 Challengers Autograph Capsule,1884263004
730,Sticker | Kill Count,18B90930046205080010BF26
730,Sticker | First Lap (Holo),18B90930046205080010F450
730,"Music Kit | James and the Cold Gun, Chewing Glass",18A20A300488015A
730,Sticker | PGL (Holo) | Antwerp 2022,18B90930046205080010F929
730,Sticker | ENCE (Glitter) | Paris 2023,18B909300462050800109934
730,Berlin 2019 Legends Autograph Capsule,18B1243004
730,2020 RMR Contenders,1889253004
730,Sealed Graffiti | Double (Shark White),18C40A30046205080010A60D
730,Sticker | Ninjas in Pyjamas (Glitter) | Paris 2023,18B90930046205080010F133
730,Sticker | Vitality (Holo) | Rio 2022,18B90930046205080010872F
730,Austin 2025 Champions Autograph Capsule,188E283004
730,Sticker | Cloud9 (Glitter) | Antwerp 2022,18B90930046205080010A429
730,Sealed Graffiti | Speechless (Shark White),18C40A30046205080010A90D
730,Sticker | Censored,18B90930046205080010C057
730,Sticker | s1mple | Stockholm 2021,18B909300462050800108928
730,Sticker | Gonna Leave A Mark (Holo),18B90930046205080010D757
730,"Sticker | nota (Foil, Ranked) | Cologne 2026",18B909300462050800108559
730,Sticker | kyousuke (Champion) | Cologne 2026,18B90930046205080010B657
730,Antwerp 2022 Legends Autograph Capsule,18EA253004
730,Sealed Graffiti | King Me (Shark White),18C40A30046205080010A40D
730,Sticker | Agent Kucumber,18B90930046205080010CB50
730,Sticker | Ruby Wave (Lenticular),18B90930046205080010F63D
730,eSports 2014 Summer Case,18B31F3004
730,Sticker | Bolt Charge (Foil),18B90930046205080010DE3D
730,Sticker | 100 Thieves (Gold) | 2020 RMR,18B90930046205080010A425
730,Sticker | FURIA (Holo) | Antwerp 2022,18B90930046205080010A929
730,Sticker | Please Be Patient,18B90930046205080010BA57
730,Sticker | Legacy (Holo) | Cologne 2026,18B90930046205080010B351
730,Sticker | Evil Geniuses (Holo) | 2020 RMR,18B909300462050800109E25
730,Sticker | Censored (Foil),18B90930046205080010DD57
730,"Sticker | magixx (Holo, Champion) | Shanghai 2024",18B90930046205080010DB42
730,Berlin 2019 Returning Challengers Autograph Capsule,18B2243004
730,Sticker | Counter-Tech,18B909300462050800109823
730,Sticker | 3DMAX (Foil) | Austin 2025,18B909300462050800109343
730,Sticker | paiN Gaming (Holo) | Paris 2023,18B909300462050800108234
730,Sticker | Kawaii Eyes (Glitter),18B90930046205080010E93D
730,Sticker | Entropiq | Stockholm 2021,18B90930046205080010A627
730,"Sticker | Legacy (Holo, Ranked) | Cologne 2026",18B909300462050800108858
730,"Music Kit | Pirapus, EVERYNITE",18A20A3004880165
730,"Music Kit | Jonathan Young, Starship Velociraptor",18A20A300488015B
730,Guardian 3 Pin,18EB2F3004
730,Sticker | Bolt Energy (Foil),18B90930046205080010DF3D
730,Sticker | Eternal Fire (Glitter) | Copenhagen 2024,18B909300462050800108739
730,Sticker | T Tracks (Glitter),18B90930046205080010F949
730,Sealed Graffiti | Piggles (Princess Pink),18C40A30046205080010C20D
730,Sealed Graffiti | Eco (Shark White),18C40A30046205080010A70D
730,"Music Kit | Ghost, Skeletá",18A20A3004880158
730,Sticker | Cloud9 | Antwerp 2022,18B90930046205080010A329
